student_id,name,branch,college_tier,cgpa,backlogs,coding_skills,internships,projects_count,placement_status,salary_package_lpa
STU24101,Urahara,ECE,Tier-2,5.93,0,8.9,1,5,1,9.07
STU24102,Genos,EE,Tier-1,8.15,0,6.9,1,0,0,
STU24103,Giorno,ME,Tier-2,7.89,0,6.8,1,2,1,9.25
STU24104,Jiraiya,CSE,Tier-3,7.73,2,5.8,0,2,1,7.9
STU24105,Nami,IT,Tier-3,7.83,2,5.5,0,0,0,
STU24106,Kakashi,CSE,Tier-2,6.18,0,7.5,1,3,1,9.08
STU24107,Josuke,IT,Tier-1,5.94,1,6.1,1,1,1,9.86
STU24108,Jiraiya,EE,Tier-2,5.56,0,8.3,1,1,1,8.78
STU24109,Piccolo,Chemical,Tier-2,6.85,0,6.8,2,2,0,
STU24110,Bokuto,Chemical,Tier-2,7.47,1,8.2,2,3,1,10.27
STU24111,Reiner,CE,Tier-2,6.31,0,3.2,1,4,0,
STU24112,Horikita,EE,Tier-2,7.71,1,6.2,2,2,0,
STU24113,Tatsumaki,IT,Tier-2,7.04,1,2.8,1,0,0,
STU24114,Bond,ECE,Tier-3,7.19,0,8.2,1,5,1,10.67
STU24115,Ace,CE,Tier-3,7.74,0,7.3,1,3,1,9.42
STU24116,Erza,Chemical,Tier-3,7.2,0,5.6,0,4,1,7.9
STU24117,Joseph,Chemical,Tier-3,6.12,0,7.7,2,2,0,
STU24118,Saitama,ECE,Tier-1,8.59,1,3.9,1,0,0,
STU24119,Sasuke,EE,Tier-3,7.68,0,2.5,2,1,0,
STU24120,Ishikawa,EE,Tier-3,6.19,0,5.5,0,3,0,
STU24121,Naruto,CSE,Tier-3,7.0,1,7.0,0,3,1,8.11
STU24122,Piccolo,CSE,Tier-3,7.34,1,4.9,1,4,0,
STU24123,Levi,CSE,Tier-1,6.11,1,3.4,1,3,0,
STU24124,Baji,CE,Tier-3,7.89,0,5.8,1,3,1,8.0
STU24125,Rin,IT,Tier-1,6.18,0,6.9,2,1,0,
STU24126,Mikey,ME,Tier-1,8.72,0,7.4,2,2,1,12.31
STU24127,Baji,ECE,Tier-2,8.03,2,6.2,0,1,1,9.59
STU24128,Teruki,CE,Tier-1,6.58,0,4.2,1,3,1,9.48
STU24129,Bakugo,CSE,Tier-2,6.23,2,4.9,1,4,0,
STU24130,Hinata Shoyo,ECE,Tier-3,7.32,1,5.9,0,2,0,
STU24131,Sukuna,IT,Tier-3,5.93,0,8.0,0,5,1,9.73
STU24132,Alphonse,EE,Tier-3,7.04,2,4.9,0,2,0,
STU24133,Subaru,EE,Tier-3,7.17,1,4.2,1,2,1,8.42
STU24134,Nobara,IT,Tier-2,7.53,2,7.1,1,2,1,13.24
STU24135,Luffy,ME,Tier-3,8.07,2,5.0,1,3,0,
STU24136,Leorio,Chemical,Tier-3,7.95,1,6.9,2,2,0,
STU24137,Beatrice,CSE,Tier-2,8.06,1,7.8,0,3,1,13.48
STU24138,Thomas Andre,CSE,Tier-2,7.53,0,3.6,1,1,1,8.51
STU24139,Subaru,Chemical,Tier-3,7.33,1,7.1,0,2,0,
STU24140,Gon,ME,Tier-3,6.6,1,4.7,0,3,0,
STU24141,Genos,Chemical,Tier-2,5.42,0,4.2,1,2,0,
STU24142,Winry,ME,Tier-3,7.32,2,6.3,0,2,0,
STU24143,Bachira,CE,Tier-3,6.1,0,5.8,0,5,1,7.84
STU24144,Aizen,IT,Tier-3,7.3,0,3.6,2,3,1,9.47
STU24145,Tsukishima,EE,Tier-3,5.16,1,6.7,0,2,0,
STU24146,Bond,ECE,Tier-2,6.1,2,6.4,1,3,0,
STU24147,Saitama,CE,Tier-3,6.51,2,6.3,3,3,0,
STU24148,Goku,CSE,Tier-3,10.0,2,6.0,0,1,1,9.21
STU24149,Hinata Shoyo,CSE,Tier-2,6.52,1,6.1,1,4,1,11.95
STU24150,Levi,EE,Tier-3,6.8,1,7.2,1,0,1,7.29
STU24151,Anya,Chemical,Tier-2,7.25,0,6.3,0,2,1,9.58
STU24152,Levi,Chemical,Tier-2,7.9,1,4.3,1,2,1,8.47
STU24153,Genos,ME,Tier-3,6.54,0,5.9,0,3,1,7.69
STU24154,Kagura,EE,Tier-2,5.43,0,6.7,2,2,0,
STU24155,Frieza,IT,Tier-2,5.79,0,5.4,0,3,1,11.49
STU24156,Denji,Chemical,Tier-3,6.89,0,8.5,1,2,1,8.64
STU24157,Asuna,IT,Tier-2,8.56,1,6.7,3,5,1,14.49
STU24158,Kobeni,CSE,Tier-3,6.28,0,6.5,1,3,1,8.78
STU24159,Near,EE,Tier-1,7.89,0,6.9,2,2,1,13.33
STU24160,Robin,ECE,Tier-3,6.74,1,5.8,0,1,0,
STU24161,Kagura,EE,Tier-2,7.02,0,7.0,0,1,0,
STU24162,Roy Mustang,Chemical,Tier-3,6.15,0,6.7,0,1,1,8.27
STU24163,Horikita,IT,Tier-3,7.53,1,6.1,0,3,0,
STU24164,Loid,Chemical,Tier-3,7.71,1,6.3,0,1,1,8.68
STU24165,Anya,IT,Tier-3,5.68,0,5.9,0,1,0,
STU24166,Kakashi,ECE,Tier-1,6.44,0,7.2,1,3,1,11.94
STU24167,Frieza,CSE,Tier-3,7.08,0,4.8,0,3,1,9.59
STU24168,Emilia,ME,Tier-2,7.66,1,5.5,1,4,0,
STU24169,Komugi,Chemical,Tier-1,9.33,0,3.3,1,3,1,12.3
STU24170,Cha Haein,Chemical,Tier-1,6.6,0,7.4,1,2,0,
STU24171,Bokuto,IT,Tier-3,4.78,3,7.6,1,2,0,
STU24172,Riza Hawkeye,CE,Tier-3,6.67,0,5.0,1,2,0,
STU24173,Emilia,CSE,Tier-3,7.51,3,3.7,0,3,0,
STU24174,Anya,ME,Tier-3,7.63,0,6.9,2,3,0,
STU24175,Usopp,ME,Tier-3,7.01,0,6.5,0,1,1,8.92
STU24176,Kagura,IT,Tier-3,6.22,0,7.1,0,4,0,
STU24177,Ryuuen,CSE,Tier-3,7.53,2,7.2,0,1,1,8.41
STU24178,Fern,CSE,Tier-2,7.28,2,4.4,2,2,1,10.3
STU24179,Tatsumaki,ME,Tier-3,7.41,0,6.9,1,2,1,11.47
STU24180,Subaru,ME,Tier-3,6.54,1,6.3,3,1,1,8.83
STU24181,Kagura,CSE,Tier-3,7.96,0,7.9,0,1,1,9.18
STU24182,Geto,EE,Tier-3,7.37,0,4.6,0,2,0,
STU24183,Hori,CE,Tier-3,7.1,1,7.9,1,3,1,9.36
STU24184,Reigen,IT,Tier-3,8.13,2,6.2,1,3,1,11.08
STU24185,Armin,ME,Tier-1,6.88,2,6.7,0,2,0,
STU24186,Beatrice,ECE,Tier-3,8.0,0,3.3,1,4,1,7.91
STU24187,Franky,IT,Tier-3,6.68,3,5.2,2,5,0,
STU24188,Kagura,ECE,Tier-3,6.17,0,7.8,1,2,1,9.26
STU24189,Geto,ECE,Tier-2,7.18,0,5.5,1,1,0,
STU24190,Giorno,EE,Tier-1,5.35,1,7.5,0,1,0,
STU24191,Teruki,IT,Tier-2,7.51,1,4.1,1,5,0,
STU24192,Maki,ECE,Tier-2,8.13,2,6.7,0,1,0,
STU24193,Armin,ME,Tier-2,9.37,2,4.8,0,1,1,10.84
STU24194,Power,ECE,Tier-3,8.12,1,8.7,0,1,1,7.09
STU24195,Misa,ME,Tier-2,8.82,0,8.6,0,1,0,
STU24196,Naruto,CSE,Tier-2,7.47,0,7.6,2,3,1,12.53
STU24197,Lelouch,CSE,Tier-2,8.46,1,8.2,3,1,1,13.74
STU24198,Damian,Chemical,Tier-3,7.37,2,6.9,0,3,0,
STU24199,Suzaku,EE,Tier-3,8.48,1,10.0,1,4,1,11.13
STU24200,Sasuke,ME,Tier-2,5.26,0,6.0,1,1,1,6.44
STU24201,Eren,CE,Tier-2,6.2,1,6.6,0,1,1,8.43
STU24202,Mikasa,IT,Tier-2,6.86,0,6.3,2,4,1,11.72
STU24203,Rengoku,Chemical,Tier-3,7.99,2,5.2,0,3,0,
STU24204,Hinata Shoyo,ECE,Tier-3,7.85,2,3.8,1,1,1,8.6
STU24205,Teruki,Chemical,Tier-3,6.35,0,5.6,1,2,1,5.79
STU24206,Joseph,ECE,Tier-3,5.92,0,5.9,0,2,1,7.01
STU24207,Kageyama,ECE,Tier-3,7.08,3,7.1,1,2,0,
STU24208,Franky,ME,Tier-2,6.78,1,6.1,1,2,1,10.23
STU24209,Oikawa,IT,Tier-2,6.83,0,9.9,0,3,1,12.5
STU24210,Shikamaru,ME,Tier-2,6.95,2,3.7,0,4,0,
STU24211,Renji,Chemical,Tier-2,6.99,3,6.2,1,2,1,11.34
STU24212,Gon,ME,Tier-1,8.07,1,5.6,0,5,1,12.97
STU24213,Robin,CSE,Tier-1,8.01,0,7.8,0,1,1,14.25
STU24214,Meruem,ME,Tier-1,6.8,1,8.4,2,3,1,13.71
STU24215,Ryuuen,CSE,Tier-2,6.85,0,5.3,2,5,1,12.61
STU24216,Zoro,CSE,Tier-3,7.92,0,7.4,1,1,1,9.98
STU24217,Deku,IT,Tier-2,7.45,2,6.3,1,1,0,
STU24218,Levi,ECE,Tier-2,8.04,2,6.5,1,4,1,12.91
STU24219,Nanami,CSE,Tier-2,7.65,1,6.3,1,1,0,
STU24220,Aizawa,CSE,Tier-3,7.17,1,6.5,0,2,0,
STU24221,Luffy,CE,Tier-3,7.38,1,4.7,0,4,0,
STU24222,Naruto,EE,Tier-2,5.5,1,6.6,2,4,1,10.96
STU24223,Sanji,IT,Tier-3,6.64,1,5.6,1,2,0,
STU24224,Canute,EE,Tier-3,8.53,2,6.5,0,5,0,
STU24225,Shinobu,ME,Tier-3,8.14,1,7.0,1,1,0,
STU24226,Dimple,CE,Tier-3,6.97,0,7.6,1,3,1,9.01
STU24227,Killua,ECE,Tier-2,6.2,0,8.1,2,2,1,10.44
STU24228,Pochita,IT,Tier-1,7.79,2,5.9,2,3,0,
STU24229,Oikawa,Chemical,Tier-3,5.46,0,5.0,1,1,0,
STU24230,Hinata,ME,Tier-3,7.63,1,5.7,1,1,0,
STU24231,Makima,Chemical,Tier-3,7.24,0,8.1,1,2,1,6.94
STU24232,Shinji,ECE,Tier-1,6.95,1,6.1,2,3,0,
STU24233,Joseph,CSE,Tier-1,8.15,0,4.8,3,3,1,14.19
STU24234,Igris,ECE,Tier-2,8.01,0,6.2,1,1,0,
STU24235,Reiner,ECE,Tier-3,7.89,2,5.2,0,2,0,
STU24236,Rukia,CE,Tier-1,8.6,0,5.3,0,1,1,11.56
STU24237,Chifuyu,CE,Tier-2,6.7,0,5.0,1,0,1,8.65
STU24238,Isagi,CSE,Tier-3,6.72,0,6.8,0,3,0,
STU24239,Draken,ME,Tier-1,7.26,1,5.9,1,4,0,
STU24240,Hawks,ECE,Tier-1,8.82,1,7.5,1,4,1,13.37
STU24241,Anya,ME,Tier-1,5.72,0,4.0,0,1,1,9.29
STU24242,Armin,ECE,Tier-2,6.72,0,6.0,0,4,1,11.55
STU24243,Baji,EE,Tier-2,6.64,0,5.2,0,1,1,6.43
STU24244,Damian,CE,Tier-1,7.65,0,8.8,0,3,1,11.11
STU24245,Kirito,ECE,Tier-2,6.17,1,8.7,0,2,1,10.36
STU24246,Chrollo,IT,Tier-3,7.26,0,3.4,0,3,1,10.82
STU24247,Loid,ME,Tier-3,8.74,0,9.4,2,4,0,
STU24248,Kenpachi,Chemical,Tier-3,6.09,0,5.4,0,5,1,8.16
STU24249,Roy Mustang,EE,Tier-3,6.42,0,5.8,1,2,1,7.4
STU24250,Eren,Chemical,Tier-3,7.31,1,3.7,0,0,0,
STU24251,Nami,IT,Tier-1,8.02,0,6.9,0,3,1,15.78
STU24252,Seiko Ayase,CE,Tier-2,7.37,2,3.4,3,4,0,
STU24253,Mikasa,Chemical,Tier-3,8.06,2,6.1,2,3,0,
STU24254,Sukuna,ECE,Tier-2,8.05,0,6.4,0,1,0,
STU24255,Giorno,IT,Tier-2,6.18,1,6.5,0,3,0,
STU24256,Bakugo,ME,Tier-1,7.07,0,8.2,1,1,1,12.67
STU24257,Gojo,Chemical,Tier-3,5.4,1,5.9,1,2,0,
STU24258,Power,CSE,Tier-3,7.67,0,6.5,1,4,1,11.46
STU24259,Chigiri,ME,Tier-1,9.12,0,4.9,0,1,0,
STU24260,Denji,Chemical,Tier-2,6.67,0,6.1,0,2,1,7.26
STU24261,Minato,CSE,Tier-2,6.92,1,8.1,1,4,0,
STU24262,Uraraka,EE,Tier-2,6.57,0,7.4,2,1,1,9.54
STU24263,Cha Haein,CSE,Tier-2,8.54,1,8.4,1,1,1,12.39
STU24264,Chrollo,IT,Tier-2,7.78,0,7.6,0,2,1,10.72
STU24265,Miyamura,EE,Tier-3,6.93,1,5.7,0,3,1,7.1
STU24266,Askeladd,ECE,Tier-3,5.96,1,8.5,0,2,1,6.93
STU24267,Bachira,CSE,Tier-1,6.95,0,6.7,0,3,1,11.4
STU24268,Itachi,CE,Tier-2,6.24,1,6.8,0,3,0,
STU24269,Rukia,IT,Tier-3,7.11,1,4.8,0,3,1,9.95
STU24270,Thorfinn,Chemical,Tier-2,7.33,0,8.7,0,4,1,12.68
STU24271,Damian,IT,Tier-2,6.43,0,4.2,1,1,1,9.93
STU24272,Gohan,EE,Tier-2,6.85,2,2.4,1,5,0,
STU24273,Thorkell,CE,Tier-3,8.09,0,5.0,0,3,1,8.62
STU24274,Deku,EE,Tier-2,6.63,0,7.2,0,3,1,8.99
STU24275,Baji,ECE,Tier-1,8.63,1,6.2,0,1,1,10.83
STU24276,Gintoki,CE,Tier-3,7.67,2,4.3,1,3,0,
STU24277,Frieren,CSE,Tier-2,7.51,2,5.2,0,2,0,
STU24278,Erza,CE,Tier-3,7.63,1,7.2,2,2,1,10.46
STU24279,Kenpachi,ME,Tier-2,5.2,1,3.8,1,4,0,
STU24280,Hisoka,CE,Tier-1,8.05,1,4.8,1,2,1,12.24
STU24281,Asuka,ECE,Tier-2,8.26,2,8.2,2,1,1,11.42
STU24282,Thorkell,ECE,Tier-3,7.69,2,5.0,0,2,0,
STU24283,Robin,ME,Tier-1,5.95,0,7.4,3,3,1,14.57
STU24284,Vegeta,ME,Tier-2,7.61,1,3.8,2,1,0,
STU24285,Near,Chemical,Tier-2,6.27,0,6.0,1,3,1,12.05
STU24286,Kirito,Chemical,Tier-3,7.84,0,6.6,2,4,1,10.52
STU24287,Mikasa,CSE,Tier-3,7.75,0,4.1,0,5,1,8.96
STU24288,Reigen,IT,Tier-3,6.87,2,6.5,1,2,0,
STU24289,Sengoku,Chemical,Tier-2,7.43,0,6.0,0,2,1,11.41
STU24290,Renji,ECE,Tier-2,7.48,0,6.0,2,0,0,
STU24291,Kirito,ME,Tier-1,8.35,1,7.5,0,3,1,11.91
STU24292,Renji,CSE,Tier-1,7.64,0,5.6,0,2,0,
STU24293,Inosuke,CSE,Tier-3,6.33,1,4.4,0,3,1,7.01
STU24294,Kageyama,ECE,Tier-3,5.62,0,8.7,0,1,1,5.42
STU24295,Uraraka,CE,Tier-2,8.44,0,8.2,1,3,0,
STU24296,Komugi,CE,Tier-3,6.02,0,6.0,2,1,1,7.74
STU24297,Yuji,Chemical,Tier-1,6.16,0,7.3,0,3,0,
STU24298,Hinata,IT,Tier-2,6.79,0,5.8,0,3,1,8.35
STU24299,Horikita,IT,Tier-2,6.81,1,5.8,2,4,1,13.4
STU24300,Takemichi,EE,Tier-2,5.79,0,6.0,0,1,0,
STU24301,Suzaku,EE,Tier-2,7.26,0,6.6,0,4,1,9.9
STU24302,Garou,CSE,Tier-1,6.08,2,5.8,1,4,0,
STU24303,Ichigo,EE,Tier-3,7.56,0,7.8,0,2,0,
STU24304,Thorfinn,Chemical,Tier-3,7.64,2,4.9,0,0,0,
STU24305,Ishikawa,IT,Tier-2,8.19,2,6.6,1,2,0,
STU24306,King,CE,Tier-3,7.61,1,6.9,2,2,0,
STU24307,Eren,EE,Tier-2,7.79,1,6.5,2,5,0,
STU24308,Ram,EE,Tier-2,5.87,0,6.6,0,3,0,
STU24309,Kenpachi,ME,Tier-2,6.46,0,4.3,0,2,1,6.83
STU24310,Ryuuen,ME,Tier-1,7.06,0,6.0,1,4,0,
STU24311,Yor,ME,Tier-2,7.97,0,7.2,0,2,1,9.82
STU24312,Muichiro,CSE,Tier-3,7.16,0,4.1,2,2,0,
STU24313,Edward,ECE,Tier-3,6.95,0,5.3,1,2,0,
STU24314,Byakuya,CE,Tier-2,7.73,0,7.7,0,2,1,9.54
STU24315,L,CSE,Tier-2,5.47,2,4.5,1,3,1,12.87
STU24316,Asuka,CE,Tier-3,6.28,0,6.3,1,5,0,
STU24317,Todoroki,EE,Tier-3,7.36,0,6.7,0,5,0,
STU24318,Byakuya,CSE,Tier-2,7.23,0,5.0,1,1,0,
STU24319,Urahara,CSE,Tier-2,7.62,0,7.2,0,2,1,12.0
STU24320,Fern,Chemical,Tier-3,7.44,1,10.0,1,2,1,10.97
STU24321,Joseph,CSE,Tier-2,7.56,1,6.1,1,3,0,
STU24322,Rukia,CSE,Tier-3,6.68,0,7.2,1,1,1,10.05
STU24323,Erwin,CSE,Tier-2,8.4,0,6.4,0,2,0,
STU24324,Killua,ME,Tier-3,6.25,1,5.7,0,1,0,
STU24325,Mitsuri,Chemical,Tier-3,6.98,0,5.9,1,0,0,
STU24326,Alphonse,IT,Tier-2,7.23,0,3.3,1,1,0,
STU24327,Aizawa,CE,Tier-1,7.77,0,8.0,1,2,1,12.78
STU24328,Byakuya,CE,Tier-3,6.36,0,6.8,1,2,1,7.91
STU24329,Urahara,IT,Tier-2,7.12,0,8.2,2,4,1,13.66
STU24330,Rin,CSE,Tier-2,8.14,0,6.7,1,1,1,12.51
STU24331,Shinji,EE,Tier-2,7.2,1,6.0,2,3,0,
STU24332,Nishinoya,CSE,Tier-2,7.35,0,6.7,3,2,0,
STU24333,Kenpachi,CSE,Tier-3,6.86,1,3.9,1,2,1,6.74
STU24334,Sasuke,EE,Tier-1,7.2,0,8.1,3,2,1,14.59
STU24335,Piccolo,CE,Tier-2,7.17,0,6.4,1,3,1,12.2
STU24336,Nanami,Chemical,Tier-3,7.57,1,5.4,1,2,0,
STU24337,Toji,ME,Tier-3,6.09,2,6.7,0,2,1,6.82
STU24338,Damian,IT,Tier-2,7.08,0,6.3,0,3,0,
STU24339,Canute,ECE,Tier-2,7.33,1,5.2,3,5,0,
STU24340,Eren,ME,Tier-2,7.92,0,6.3,1,3,1,12.67
STU24341,Mikasa,IT,Tier-3,7.8,0,6.8,0,2,1,12.99
STU24342,Sung Jinwoo,EE,Tier-2,8.46,0,7.1,0,3,0,
STU24343,Edward,CE,Tier-2,7.22,1,5.7,0,1,0,
STU24344,Soma,CE,Tier-3,6.03,0,4.8,0,3,0,
STU24345,Lucy,CSE,Tier-1,7.13,3,6.8,1,0,0,
STU24346,Jiraiya,ECE,Tier-3,5.74,2,5.9,2,3,0,
STU24347,Askeladd,IT,Tier-3,5.74,0,4.7,0,3,0,
STU24348,Tsukishima,EE,Tier-2,6.63,0,6.7,1,0,0,
STU24349,Usopp,IT,Tier-3,7.41,0,7.0,1,3,1,13.17
STU24350,Bachira,Chemical,Tier-1,6.23,0,4.2,1,2,1,10.82
STU24351,Nezuko,Chemical,Tier-3,8.4,1,4.1,0,3,1,7.46
STU24352,Soma,ECE,Tier-2,7.4,0,7.8,1,1,1,9.09
STU24353,Uraraka,ECE,Tier-2,8.32,0,6.6,1,2,1,10.01
STU24354,Ishikawa,EE,Tier-1,8.77,0,1.9,1,4,1,11.5
STU24355,Emilia,CSE,Tier-2,8.09,0,6.0,1,2,1,12.53
STU24356,Bachira,Chemical,Tier-2,6.77,1,8.2,1,2,0,
STU24357,Okarun,CE,Tier-2,6.25,0,6.4,2,4,1,9.61
STU24358,Erza,ECE,Tier-1,6.35,0,5.1,0,1,0,
STU24359,Todoroki,EE,Tier-2,7.32,2,8.2,0,2,1,9.16
STU24360,Franky,ECE,Tier-2,6.8,0,10.0,1,0,1,8.08
STU24361,Baji,IT,Tier-3,6.27,1,5.9,0,2,0,
STU24362,Frieza,ECE,Tier-3,7.73,0,4.0,1,4,1,9.36
STU24363,Frieren,CSE,Tier-3,7.66,2,7.3,1,2,0,
STU24364,Hange,CE,Tier-3,6.37,0,4.5,1,0,1,6.42
STU24365,Thorkell,ME,Tier-1,6.7,0,6.5,0,3,1,11.83
STU24366,Yuki Yoshikawa,Chemical,Tier-2,5.87,2,6.8,1,5,0,
STU24367,L,CSE,Tier-3,7.27,0,5.8,1,3,0,
STU24368,Yuta,ME,Tier-2,6.79,2,7.0,0,1,0,
STU24369,Garou,EE,Tier-3,8.08,1,3.9,2,3,0,
STU24370,Sung Jinwoo,ME,Tier-1,7.18,0,7.2,0,2,0,
STU24371,Goku,Chemical,Tier-2,6.51,1,3.8,2,2,0,
STU24372,Geto,ECE,Tier-2,7.21,0,5.2,1,3,0,
STU24373,Barou,CSE,Tier-3,6.92,2,4.7,0,3,0,
STU24374,Fern,CSE,Tier-3,6.5,2,4.3,1,2,0,
STU24375,Power,EE,Tier-3,7.05,2,7.1,2,3,0,
STU24376,Toji,IT,Tier-3,5.99,2,8.6,2,0,1,9.95
STU24377,Trunks,CSE,Tier-3,7.31,0,8.6,2,2,1,11.84
STU24378,Kobeni,IT,Tier-3,7.38,0,7.2,2,0,0,
STU24379,Kurapika,IT,Tier-3,8.13,0,4.2,2,2,0,
STU24380,Reigen,CSE,Tier-2,7.32,0,7.8,1,4,1,13.43
STU24381,Barou,EE,Tier-2,6.28,2,6.3,0,1,1,7.0
STU24382,Hinata,ME,Tier-3,4.41,0,10.0,1,3,0,
STU24383,Yuki Yoshikawa,ECE,Tier-3,6.18,0,5.8,2,2,0,
STU24384,Maki,CSE,Tier-2,7.47,0,4.9,3,2,1,10.49
STU24385,Gon,ME,Tier-3,8.28,0,6.1,2,2,0,
STU24386,Aki,CSE,Tier-2,7.27,2,6.1,1,2,1,11.29
STU24387,Anya,CE,Tier-3,6.44,1,5.1,1,4,1,8.2
STU24388,Reiner,ECE,Tier-2,7.4,1,3.6,2,2,1,10.42
STU24389,Isagi,ECE,Tier-3,5.01,0,9.3,0,5,0,
STU24390,Sanji,IT,Tier-3,7.22,0,5.0,0,5,0,
STU24391,Mello,IT,Tier-2,7.72,0,3.6,0,4,0,
STU24392,Gohan,IT,Tier-3,6.48,0,6.1,0,2,0,
STU24393,Giorno,EE,Tier-2,8.07,0,3.5,0,1,1,8.39
STU24394,Meruem,IT,Tier-3,8.46,0,5.8,2,2,0,
STU24395,Himmel,ME,Tier-2,7.7,1,6.2,1,2,0,
STU24396,Jiraiya,IT,Tier-2,7.53,0,4.4,1,2,1,9.92
STU24397,Himmel,EE,Tier-3,4.07,0,5.0,1,4,1,6.06
STU24398,Rengoku,EE,Tier-3,7.47,0,6.8,0,2,0,
STU24399,Teruki,ME,Tier-3,8.07,1,4.3,1,2,0,
STU24400,Asuna,CE,Tier-3,7.09,0,4.4,0,1,1,8.54
STU24401,Miyamura,EE,Tier-2,7.93,0,7.2,0,1,1,12.53
STU24402,Reiner,CE,Tier-3,7.32,1,4.5,0,1,0,
STU24403,Meruem,IT,Tier-3,7.24,0,4.3,1,3,0,
STU24404,Tsukishima,CE,Tier-3,7.63,0,6.9,2,0,0,
STU24405,Gohan,ECE,Tier-3,7.03,0,5.7,0,2,1,8.25
STU24406,Oikawa,ME,Tier-3,6.51,1,6.6,0,2,0,
STU24407,Hori,EE,Tier-3,6.97,0,6.1,1,3,1,7.52
STU24408,Draken,Chemical,Tier-3,6.88,0,6.2,2,1,0,
STU24409,Horikita,IT,Tier-2,7.54,1,5.1,1,3,1,10.71
STU24410,Mitsuri,EE,Tier-3,6.4,0,5.8,1,4,1,7.75
STU24411,Fern,IT,Tier-2,8.25,2,7.5,1,2,1,15.26
STU24412,Turbo Granny,ME,Tier-2,7.49,0,5.6,2,3,1,9.56
STU24413,Leorio,CSE,Tier-2,8.28,2,4.1,1,2,0,
STU24414,Fern,ECE,Tier-2,6.97,0,4.0,2,1,1,10.74
STU24415,Goku,CSE,Tier-3,6.01,0,5.2,3,4,1,12.34
STU24416,Saitama,ECE,Tier-2,6.09,0,9.3,2,0,0,
STU24417,Hinata Shoyo,EE,Tier-2,6.62,0,6.4,0,2,0,
STU24418,Rin,ECE,Tier-2,6.25,2,4.2,2,4,0,
STU24419,Mob,ECE,Tier-3,5.79,1,5.5,2,1,1,7.07
STU24420,Near,IT,Tier-2,7.37,2,3.8,1,5,0,
STU24421,Itachi,CE,Tier-2,7.5,0,5.0,1,3,1,10.47
STU24422,Saitama,CE,Tier-2,7.0,0,4.6,2,2,0,
STU24423,Giorno,EE,Tier-3,8.46,0,5.0,0,2,1,7.97
STU24424,Thorfinn,CSE,Tier-1,7.17,0,6.2,2,5,1,14.62
STU24425,Soma,CSE,Tier-3,6.9,0,6.8,0,1,1,9.81
STU24426,Askeladd,ME,Tier-1,6.93,0,8.5,1,2,1,12.45
STU24427,Genos,Chemical,Tier-1,7.87,1,6.3,0,1,1,10.47
STU24428,Megumi Fushiguro,Chemical,Tier-3,5.97,0,5.3,0,3,0,
STU24429,Law,ECE,Tier-3,5.55,0,2.9,1,1,0,
STU24430,Kirito,EE,Tier-2,7.39,0,4.5,3,1,1,12.73
STU24431,Beru,IT,Tier-3,7.39,3,6.7,1,2,0,
STU24432,Mitsuri,CSE,Tier-2,7.73,1,5.5,0,1,1,11.55
STU24433,Mitsuri,CE,Tier-1,7.18,1,4.6,1,3,0,
STU24434,Takemichi,ECE,Tier-1,8.78,1,6.9,1,2,1,11.71
STU24435,Reiner,EE,Tier-2,7.94,1,6.0,0,4,1,12.07
STU24436,Cha Haein,ECE,Tier-2,5.13,0,4.3,0,0,0,
STU24437,Emilia,ECE,Tier-2,5.97,0,8.2,2,4,0,
STU24438,Brook,Chemical,Tier-3,5.52,1,6.0,1,5,0,
STU24439,Hisoka,CE,Tier-2,7.27,1,5.1,1,3,1,10.43
STU24440,Winry,ME,Tier-2,7.37,2,6.4,1,2,0,
STU24441,Isagi,ECE,Tier-1,8.74,0,7.1,1,1,0,
STU24442,Beatrice,CE,Tier-3,6.53,1,6.5,1,3,1,10.68
STU24443,Bulma,ECE,Tier-1,6.39,0,8.3,2,2,0,
STU24444,King,EE,Tier-2,7.43,0,4.9,1,2,1,10.7
STU24445,Frieza,IT,Tier-3,6.27,0,5.3,1,4,1,9.88
STU24446,Canute,ME,Tier-2,6.97,0,8.2,1,3,1,11.19
STU24447,Bulma,CSE,Tier-2,8.03,1,4.8,1,2,0,
STU24448,Byakuya,CE,Tier-3,7.9,1,4.9,1,1,0,
STU24449,Pochita,ME,Tier-1,8.16,0,3.7,0,3,1,11.88
STU24450,Kobeni,CSE,Tier-2,6.02,0,4.7,2,1,0,
STU24451,Nanami,EE,Tier-3,7.7,2,4.2,0,3,1,9.34
STU24452,Megumi,IT,Tier-3,7.21,0,4.6,0,1,0,
STU24453,Aizawa,EE,Tier-3,9.33,0,6.3,0,3,1,12.24
STU24454,Gintoki,CSE,Tier-3,7.85,0,4.5,0,1,1,9.3
STU24455,Chrollo,CE,Tier-2,7.21,1,5.1,1,3,0,
STU24456,Ban,EE,Tier-3,8.13,0,4.3,1,1,0,
STU24457,Shinobu,ECE,Tier-3,7.72,0,5.2,2,5,0,
STU24458,Lucy,Chemical,Tier-3,7.89,0,6.9,0,4,1,9.46
STU24459,Yuki Yoshikawa,ME,Tier-1,7.66,0,6.8,0,3,1,11.32
STU24460,Sung Jinwoo,ME,Tier-3,6.86,0,4.8,2,5,1,7.99
STU24461,Kurapika,IT,Tier-3,6.85,0,7.7,0,3,1,11.59
STU24462,Bulma,EE,Tier-2,7.83,0,8.6,3,3,0,
STU24463,Isagi,ME,Tier-3,6.64,0,7.4,2,1,1,10.44
